team_api_id,favored,favored_cutoff,team_long_name,team_short_name,id,team_fifa_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
9927,145,101-200,Motherwell,MOT,856,83,2013-09-20 00:00:00,67,Fast,,Little,54,Mixed,Organised,49,Normal,47,Normal,58,Normal,Organised,39,Medium,43,Press,64,Normal,Cover
9927,145,101-200,Motherwell,MOT,857,83,2014-09-19 00:00:00,70,Fast,47.0,Normal,55,Mixed,Organised,42,Normal,47,Normal,60,Normal,Organised,41,Medium,43,Press,62,Normal,Cover
9927,145,101-200,Motherwell,MOT,858,83,2015-09-10 00:00:00,64,Balanced,46.0,Normal,55,Mixed,Organised,44,Normal,45,Normal,27,Little,Organised,37,Medium,44,Press,51,Normal,Cover
8600,145,101-200,Udinese,UDI,1299,55,2010-02-22 00:00:00,64,Balanced,,Little,35,Mixed,Organised,30,Safe,50,Normal,70,Lots,Organised,35,Medium,30,Contain,55,Normal,Offside Trap
8600,145,101-200,Udinese,UDI,1300,55,2011-02-22 00:00:00,70,Fast,,Little,49,Mixed,Organised,66,Normal,50,Normal,50,Normal,Organised,44,Medium,45,Press,55,Normal,Offside Trap
8600,145,101-200,Udinese,UDI,1301,55,2012-02-22 00:00:00,75,Fast,,Little,45,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,45,Medium,55,Press,50,Normal,Cover
8600,145,101-200,Udinese,UDI,1302,55,2013-09-20 00:00:00,78,Fast,,Little,63,Mixed,Free Form,69,Risky,78,Lots,52,Normal,Free Form,40,Medium,63,Press,57,Normal,Cover
8600,145,101-200,Udinese,UDI,1303,55,2014-09-19 00:00:00,71,Fast,71.0,Lots,63,Mixed,Organised,69,Risky,78,Lots,52,Normal,Organised,40,Medium,46,Press,57,Normal,Cover
8600,145,101-200,Udinese,UDI,1304,55,2015-09-10 00:00:00,68,Fast,54.0,Normal,63,Mixed,Organised,69,Risky,68,Lots,52,Normal,Organised,40,Medium,57,Press,57,Normal,Cover
8697,145,101-200,SV Werder Bremen,WBR,1373,38,2010-02-22 00:00:00,70,Fast,,Little,40,Mixed,Organised,70,Risky,40,Normal,70,Lots,Organised,70,High,65,Press,70,Wide,Cover
8697,145,101-200,SV Werder Bremen,WBR,1374,38,2011-02-22 00:00:00,64,Balanced,,Little,40,Mixed,Organised,65,Normal,48,Normal,64,Normal,Organised,64,Medium,48,Press,68,Wide,Cover
8697,145,101-200,SV Werder Bremen,WBR,1375,38,2012-02-22 00:00:00,54,Balanced,,Little,40,Mixed,Organised,68,Risky,58,Normal,48,Normal,Organised,49,Medium,50,Press,65,Normal,Cover
8697,145,101-200,SV Werder Bremen,WBR,1376,38,2013-09-20 00:00:00,68,Fast,,Little,33,Short,Organised,71,Risky,67,Lots,78,Lots,Organised,60,Medium,50,Press,64,Normal,Cover
8697,145,101-200,SV Werder Bremen,WBR,1377,38,2014-09-19 00:00:00,40,Balanced,55.0,Normal,47,Mixed,Organised,37,Normal,40,Normal,51,Normal,Organised,40,Medium,50,Press,45,Normal,Cover
8697,145,101-200,SV Werder Bremen,WBR,1378,38,2015-09-10 00:00:00,56,Balanced,55.0,Normal,63,Mixed,Organised,68,Risky,66,Normal,58,Normal,Organised,63,Medium,47,Press,73,Wide,Cover
8548,143,101-200,Rangers,RAN,1025,86,2010-02-22 00:00:00,65,Balanced,,Little,50,Mixed,Organised,70,Risky,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover
8548,143,101-200,Rangers,RAN,1026,86,2011-02-22 00:00:00,51,Balanced,,Little,33,Short,Organised,48,Normal,67,Lots,79,Lots,Organised,46,Medium,47,Press,51,Normal,Cover
8548,143,101-200,Rangers,RAN,1027,86,2012-02-22 00:00:00,45,Balanced,,Little,45,Mixed,Organised,38,Normal,62,Normal,60,Normal,Organised,48,Medium,48,Press,62,Normal,Cover
8548,143,101-200,Rangers,RAN,1028,86,2013-09-20 00:00:00,55,Balanced,,Little,45,Mixed,Organised,38,Normal,52,Normal,60,Normal,Organised,48,Medium,48,Press,52,Normal,Cover
8548,143,101-200,Rangers,RAN,1029,86,2014-09-19 00:00:00,45,Balanced,49.0,Normal,45,Mixed,Organised,38,Normal,62,Normal,60,Normal,Organised,48,Medium,48,Press,62,Normal,Cover
8548,143,101-200,Rangers,RAN,1030,86,2015-09-10 00:00:00,45,Balanced,53.0,Normal,55,Mixed,Organised,38,Normal,62,Normal,53,Normal,Organised,48,Medium,48,Press,55,Normal,Cover
9829,142,101-200,AS Monaco,MON,836,69,2010-02-22 00:00:00,35,Balanced,,Little,55,Mixed,Organised,65,Normal,55,Normal,45,Normal,Organised,70,High,65,Press,70,Wide,Cover
9829,142,101-200,AS Monaco,MON,837,69,2011-02-22 00:00:00,65,Balanced,,Little,50,Mixed,Organised,65,Normal,35,Normal,50,Normal,Organised,35,Medium,55,Press,50,Normal,Cover
9829,142,101-200,AS Monaco,MON,838,69,2012-02-22 00:00:00,52,Balanced,,Little,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover
9829,142,101-200,AS Monaco,MON,839,69,2013-09-20 00:00:00,52,Balanced,,Little,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover
9829,142,101-200,AS Monaco,MON,840,69,2014-09-19 00:00:00,52,Balanced,68.0,Lots,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover
9829,142,101-200,AS Monaco,MON,841,69,2015-09-10 00:00:00,52,Balanced,42.0,Normal,43,Mixed,Organised,54,Normal,56,Normal,23,Little,Organised,56,Medium,62,Press,51,Normal,Cover
9790,137,101-200,Hamburger SV,HAM,549,28,2010-02-22 00:00:00,70,Fast,,Little,60,Mixed,Organised,70,Risky,60,Normal,70,Lots,Organised,70,High,45,Press,60,Normal,Cover
9790,137,101-200,Hamburger SV,HAM,550,28,2011-02-22 00:00:00,52,Balanced,,Little,29,Short,Organised,61,Normal,58,Normal,54,Normal,Organised,60,Medium,55,Press,52,Normal,Cover
9790,137,101-200,Hamburger SV,HAM,551,28,2012-02-22 00:00:00,46,Balanced,,Little,40,Mixed,Organised,60,Normal,55,Normal,39,Normal,Organised,55,Medium,47,Press,48,Normal,Cover
9790,137,101-200,Hamburger SV,HAM,552,28,2013-09-20 00:00:00,34,Balanced,,Little,38,Mixed,Organised,34,Normal,59,Normal,48,Normal,Organised,45,Medium,35,Press,58,Normal,Cover
9790,137,101-200,Hamburger SV,HAM,553,28,2014-09-19 00:00:00,45,Balanced,61.0,Normal,58,Mixed,Organised,60,Normal,73,Lots,62,Normal,Organised,45,Medium,32,Contain,63,Normal,Cover
9790,137,101-200,Hamburger SV,HAM,554,28,2015-09-10 00:00:00,42,Balanced,56.0,Normal,52,Mixed,Organised,62,Normal,58,Normal,47,Normal,Organised,44,Medium,41,Press,49,Normal,Cover
10249,136,101-200,Montpellier Hérault SC,MON,845,70,2010-02-22 00:00:00,35,Balanced,,Little,35,Mixed,Organised,55,Normal,35,Normal,70,Lots,Organised,70,High,70,Double,70,Wide,Offside Trap
10249,136,101-200,Montpellier Hérault SC,MON,846,70,2011-02-22 00:00:00,50,Balanced,,Little,50,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,35,Medium,55,Press,65,Normal,Cover
10249,136,101-200,Montpellier Hérault SC,MON,847,70,2012-02-22 00:00:00,52,Balanced,,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover
10249,136,101-200,Montpellier Hérault SC,MON,848,70,2013-09-20 00:00:00,52,Balanced,,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover
10249,136,101-200,Montpellier Hérault SC,MON,849,70,2014-09-19 00:00:00,52,Balanced,58.0,Normal,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,53,Medium,56,Press,48,Normal,Cover
10249,136,101-200,Montpellier Hérault SC,MON,850,70,2015-09-10 00:00:00,54,Balanced,43.0,Normal,65,Mixed,Organised,48,Normal,49,Normal,45,Normal,Organised,53,Medium,56,Press,48,Normal,Cover
9864,135,101-200,Málaga CF,MAL,789,573,2010-02-22 00:00:00,60,Balanced,,Little,55,Mixed,Organised,40,Normal,45,Normal,70,Lots,Organised,45,Medium,65,Press,45,Normal,Cover
9864,135,101-200,Málaga CF,MAL,790,573,2011-02-22 00:00:00,58,Balanced,,Little,54,Mixed,Organised,54,Normal,55,Normal,61,Normal,Organised,45,Medium,47,Press,54,Normal,Cover
9864,135,101-200,Málaga CF,MAL,791,573,2012-02-22 00:00:00,41,Balanced,,Little,36,Mixed,Organised,72,Risky,69,Lots,50,Normal,Organised,64,Medium,58,Press,42,Normal,Cover
9864,135,101-200,Málaga CF,MAL,792,573,2013-09-20 00:00:00,45,Balanced,,Little,36,Mixed,Organised,72,Risky,69,Lots,50,Normal,Organised,64,Medium,58,Press,42,Normal,Cover
9864,135,101-200,Málaga CF,MAL,793,573,2014-09-19 00:00:00,45,Balanced,42.0,Normal,36,Mixed,Organised,69,Risky,69,Lots,50,Normal,Organised,64,Medium,58,Press,42,Normal,Cover
9864,135,101-200,Málaga CF,MAL,794,573,2015-09-10 00:00:00,42,Balanced,51.0,Normal,36,Mixed,Organised,41,Normal,40,Normal,50,Normal,Organised,47,Medium,37,Press,52,Normal,Offside Trap
9788,130,101-200,Borussia Mönchengladbach,GLA,216,23,2010-02-22 00:00:00,65,Balanced,,Little,45,Mixed,Organised,50,Normal,70,Lots,65,Normal,Organised,55,Medium,40,Press,65,Normal,Cover
9788,130,101-200,Borussia Mönchengladbach,GLA,217,23,2011-02-22 00:00:00,63,Balanced,,Little,46,Mixed,Organised,60,Normal,51,Normal,61,Normal,Organised,49,Medium,58,Press,49,Normal,Cover
9788,130,101-200,Borussia Mönchengladbach,GLA,218,23,2012-02-22 00:00:00,57,Balanced,,Little,64,Mixed,Organised,54,Normal,48,Normal,55,Normal,Organised,33,Deep,43,Press,38,Normal,Cover
9788,130,101-200,Borussia Mönchengladbach,GLA,219,23,2013-09-20 00:00:00,76,Fast,,Little,40,Mixed,Organised,66,Normal,48,Normal,30,Little,Free Form,33,Deep,53,Press,41,Normal,Cover
9788,130,101-200,Borussia Mönchengladbach,GLA,220,23,2014-09-19 00:00:00,31,Slow,53.0,Normal,32,Short,Organised,38,Normal,26,Little,49,Normal,Free Form,43,Medium,50,Press,41,Normal,Cover
9788,130,101-200,Borussia Mönchengladbach,GLA,221,23,2015-09-10 00:00:00,31,Slow,53.0,Normal,32,Short,Organised,38,Normal,26,Little,49,Normal,Free Form,41,Medium,48,Press,39,Normal,Cover
8226,130,101-200,TSG 1899 Hoffenheim,HOF,591,10029,2010-02-22 00:00:00,70,Fast,,Little,30,Short,Organised,70,Risky,55,Normal,55,Normal,Organised,65,Medium,70,Double,65,Normal,Offside Trap
8226,130,101-200,TSG 1899 Hoffenheim,HOF,592,10029,2011-02-22 00:00:00,75,Fast,,Little,35,Mixed,Organised,72,Risky,51,Normal,68,Lots,Free Form,68,High,50,Press,52,Normal,Cover
8226,130,101-200,TSG 1899 Hoffenheim,HOF,593,10029,2012-02-22 00:00:00,61,Balanced,,Little,53,Mixed,Organised,42,Normal,62,Normal,54,Normal,Organised,47,Medium,59,Press,40,Normal,Cover
8226,130,101-200,TSG 1899 Hoffenheim,HOF,594,10029,2013-09-20 00:00:00,32,Slow,,Little,53,Mixed,Organised,36,Normal,62,Normal,64,Normal,Organised,47,Medium,52,Press,45,Normal,Cover
8226,130,101-200,TSG 1899 Hoffenheim,HOF,595,10029,2014-09-19 00:00:00,68,Fast,49.0,Normal,63,Mixed,Organised,68,Risky,38,Normal,55,Normal,Free Form,56,Medium,57,Press,54,Normal,Cover
8226,130,101-200,TSG 1899 Hoffenheim,HOF,596,10029,2015-09-10 00:00:00,69,Fast,49.0,Normal,53,Mixed,Organised,66,Normal,62,Normal,59,Normal,Organised,63,Medium,61,Press,38,Normal,Cover
8674,130,101-200,FC Groningen,GRO,427,1915,2010-02-22 00:00:00,41,Balanced,,Little,32,Short,Organised,40,Normal,47,Normal,69,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
8674,130,101-200,FC Groningen,GRO,428,1915,2011-02-22 00:00:00,51,Balanced,,Little,39,Mixed,Organised,48,Normal,67,Lots,62,Normal,Organised,43,Medium,44,Press,49,Normal,Cover
8674,130,101-200,FC Groningen,GRO,429,1915,2012-02-22 00:00:00,44,Balanced,,Little,41,Mixed,Organised,48,Normal,64,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
8674,130,101-200,FC Groningen,GRO,430,1915,2013-09-20 00:00:00,44,Balanced,,Little,44,Mixed,Organised,56,Normal,58,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
8674,130,101-200,FC Groningen,GRO,431,1915,2014-09-19 00:00:00,48,Balanced,42.0,Normal,38,Mixed,Organised,57,Normal,59,Normal,45,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
8674,130,101-200,FC Groningen,GRO,432,1915,2015-09-10 00:00:00,55,Balanced,32.0,Little,55,Mixed,Organised,57,Normal,59,Normal,54,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
8066,128,101-200,Inverness Caledonian Thistle,INV,614,620,2011-02-22 00:00:00,36,Balanced,,Little,67,Long,Organised,66,Normal,37,Normal,51,Normal,Organised,37,Medium,57,Press,36,Normal,Cover
8066,128,101-200,Inverness Caledonian Thistle,INV,615,620,2012-02-22 00:00:00,61,Balanced,,Little,59,Mixed,Organised,48,Normal,52,Normal,54,Normal,Organised,40,Medium,40,Press,46,Normal,Cover
8066,128,101-200,Inverness Caledonian Thistle,INV,616,620,2013-09-20 00:00:00,35,Balanced,,Little,54,Mixed,Organised,56,Normal,54,Normal,61,Normal,Organised,47,Medium,46,Press,46,Normal,Cover
8066,128,101-200,Inverness Caledonian Thistle,INV,617,620,2014-09-19 00:00:00,61,Balanced,49.0,Normal,59,Mixed,Organised,50,Normal,57,Normal,55,Normal,Organised,43,Medium,41,Press,46,Normal,Cover
8066,128,101-200,Inverness Caledonian Thistle,INV,618,620,2015-09-10 00:00:00,48,Balanced,47.0,Normal,32,Short,Organised,57,Normal,48,Normal,69,Lots,Free Form,44,Medium,44,Press,51,Normal,Cover
10212,125,101-200,CS Marítimo,MAR,813,1893,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,55,Normal,50,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
10212,125,101-200,CS Marítimo,MAR,814,1893,2011-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,55,Normal,60,Normal,50,Normal,Organised,49,Medium,45,Press,50,Normal,Offside Trap
10212,125,101-200,CS Marítimo,MAR,815,1893,2012-02-22 00:00:00,38,Balanced,,Little,44,Mixed,Organised,54,Normal,76,Lots,55,Normal,Organised,38,Medium,49,Press,46,Normal,Cover
10212,125,101-200,CS Marítimo,MAR,816,1893,2013-09-20 00:00:00,38,Balanced,,Little,44,Mixed,Organised,54,Normal,76,Lots,55,Normal,Organised,38,Medium,49,Press,46,Normal,Cover
10212,125,101-200,CS Marítimo,MAR,817,1893,2014-09-19 00:00:00,67,Fast,49.0,Normal,66,Mixed,Free Form,67,Risky,64,Normal,55,Normal,Organised,37,Medium,45,Press,44,Normal,Cover
10212,125,101-200,CS Marítimo,MAR,818,1893,2015-09-10 00:00:00,61,Balanced,49.0,Normal,66,Mixed,Organised,67,Risky,64,Normal,55,Normal,Organised,38,Medium,49,Press,46,Normal,Cover
10233,125,101-200,Genoa,GEN,491,110556,2010-02-22 00:00:00,70,Fast,,Little,50,Mixed,Organised,70,Risky,40,Normal,65,Normal,Organised,40,Medium,65,Press,30,Narrow,Cover
10233,125,101-200,Genoa,GEN,492,110556,2011-02-22 00:00:00,65,Balanced,,Little,35,Mixed,Organised,50,Normal,50,Normal,50,Normal,Free Form,54,Medium,65,Press,35,Normal,Cover
10233,125,101-200,Genoa,GEN,493,110556,2012-02-22 00:00:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
10233,125,101-200,Genoa,GEN,494,110556,2013-09-20 00:00:00,64,Balanced,,Little,38,Mixed,Organised,66,Normal,67,Lots,49,Normal,Organised,46,Medium,47,Press,53,Normal,Offside Trap
10233,125,101-200,Genoa,GEN,495,110556,2014-09-19 00:00:00,64,Balanced,52.0,Normal,68,Long,Organised,66,Normal,53,Normal,49,Normal,Organised,23,Deep,47,Press,53,Normal,Cover
10233,125,101-200,Genoa,GEN,496,110556,2015-09-10 00:00:00,64,Balanced,52.0,Normal,68,Long,Organised,66,Normal,45,Normal,23,Little,Organised,27,Deep,47,Press,53,Normal,Cover
9908,124,101-200,FC Utrecht,UTR,439,1903,2010-02-22 00:00:00,45,Balanced,,Little,45,Mixed,Organised,33,Safe,50,Normal,67,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
9908,124,101-200,FC Utrecht,UTR,440,1903,2011-02-22 00:00:00,66,Balanced,,Little,45,Mixed,Organised,41,Normal,69,Lots,72,Lots,Organised,34,Medium,57,Press,34,Normal,Offside Trap
9908,124,101-200,FC Utrecht,UTR,441,1903,2012-02-22 00:00:00,47,Balanced,,Little,52,Mixed,Organised,52,Normal,54,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
9908,124,101-200,FC Utrecht,UTR,442,1903,2013-09-20 00:00:00,47,Balanced,,Little,52,Mixed,Organised,52,Normal,54,Normal,60,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
9908,124,101-200,FC Utrecht,UTR,443,1903,2014-09-19 00:00:00,50,Balanced,50.0,Normal,52,Mixed,Organised,55,Normal,49,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
9908,124,101-200,FC Utrecht,UTR,444,1903,2015-09-10 00:00:00,50,Balanced,39.0,Normal,54,Mixed,Organised,55,Normal,64,Normal,28,Little,Organised,54,Medium,58,Press,47,Normal,Cover
8467,123,101-200,St. Johnstone FC,JOH,1228,100804,2010-02-22 00:00:00,70,Fast,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover
8467,123,101-200,St. Johnstone FC,JOH,1229,100804,2011-02-22 00:00:00,67,Fast,,Little,48,Mixed,Organised,47,Normal,47,Normal,54,Normal,Organised,33,Deep,47,Press,37,Normal,Cover
8467,123,101-200,St. Johnstone FC,JOH,1230,100804,2012-02-22 00:00:00,57,Balanced,,Little,57,Mixed,Organised,46,Normal,48,Normal,38,Normal,Organised,42,Medium,38,Press,52,Normal,Cover
8467,123,101-200,St. Johnstone FC,JOH,1231,100804,2013-09-20 00:00:00,60,Balanced,,Little,58,Mixed,Organised,48,Normal,49,Normal,38,Normal,Organised,44,Medium,42,Press,56,Normal,Cover
8467,123,101-200,St. Johnstone FC,JOH,1232,100804,2014-09-19 00:00:00,56,Balanced,48.0,Normal,57,Mixed,Organised,47,Normal,49,Normal,40,Normal,Organised,40,Medium,40,Press,52,Normal,Cover
8467,123,101-200,St. Johnstone FC,JOH,1233,100804,2015-09-10 00:00:00,62,Balanced,52.0,Normal,48,Mixed,Organised,47,Normal,49,Normal,40,Normal,Organised,37,Medium,48,Press,55,Normal,Cover
8689,121,101-200,FC Lorient,LOR,765,217,2010-02-22 00:00:00,45,Balanced,,Little,70,Long,Organised,30,Safe,50,Normal,40,Normal,Organised,70,High,60,Press,70,Wide,Offside Trap
8689,121,101-200,FC Lorient,LOR,766,217,2011-02-22 00:00:00,35,Balanced,,Little,35,Mixed,Organised,80,Risky,50,Normal,50,Normal,Organised,55,Medium,35,Press,65,Normal,Cover
8689,121,101-200,FC Lorient,LOR,767,217,2012-02-22 00:00:00,60,Balanced,,Little,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover
8689,121,101-200,FC Lorient,LOR,768,217,2013-09-20 00:00:00,60,Balanced,,Little,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover
8689,121,101-200,FC Lorient,LOR,769,217,2014-09-19 00:00:00,60,Balanced,56.0,Normal,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover
8689,121,101-200,FC Lorient,LOR,770,217,2015-09-10 00:00:00,57,Balanced,42.0,Normal,50,Mixed,Organised,48,Normal,53,Normal,46,Normal,Organised,51,Medium,56,Press,55,Normal,Cover
7844,121,101-200,Vitória Guimarães,GUI,1348,1887,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,55,Normal,55,Normal,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
7844,121,101-200,Vitória Guimarães,GUI,1349,1887,2011-02-22 00:00:00,65,Balanced,,Little,47,Mixed,Organised,65,Normal,50,Normal,49,Normal,Organised,55,Medium,55,Press,48,Normal,Offside Trap
7844,121,101-200,Vitória Guimarães,GUI,1350,1887,2012-02-22 00:00:00,40,Balanced,,Little,39,Mixed,Organised,53,Normal,68,Lots,58,Normal,Organised,50,Medium,59,Press,68,Wide,Cover
7844,121,101-200,Vitória Guimarães,GUI,1351,1887,2013-09-20 00:00:00,40,Balanced,,Little,39,Mixed,Organised,53,Normal,68,Lots,58,Normal,Organised,50,Medium,59,Press,64,Normal,Cover
7844,121,101-200,Vitória Guimarães,GUI,1352,1887,2014-09-19 00:00:00,40,Balanced,52.0,Normal,39,Mixed,Organised,53,Normal,62,Normal,58,Normal,Organised,37,Medium,40,Press,64,Normal,Cover
7844,121,101-200,Vitória Guimarães,GUI,1353,1887,2015-09-10 00:00:00,40,Balanced,52.0,Normal,39,Mixed,Organised,53,Normal,62,Normal,58,Normal,Organised,37,Medium,40,Press,64,Normal,Cover
10252,120,101-200,Aston Villa,AVL,77,2,2010-02-22 00:00:00,70,Fast,,Little,59,Mixed,Organised,65,Normal,70,Lots,50,Normal,Free Form,30,Deep,70,Double,30,Narrow,Cover
10252,120,101-200,Aston Villa,AVL,78,2,2011-02-22 00:00:00,65,Balanced,,Little,50,Mixed,Organised,45,Normal,55,Normal,50,Normal,Organised,35,Medium,45,Press,65,Normal,Cover
10252,120,101-200,Aston Villa,AVL,79,2,2012-02-22 00:00:00,67,Fast,,Little,58,Mixed,Organised,44,Normal,60,Normal,56,Normal,Organised,43,Medium,50,Press,52,Normal,Cover
10252,120,101-200,Aston Villa,AVL,80,2,2013-09-20 00:00:00,63,Balanced,,Little,59,Mixed,Organised,52,Normal,55,Normal,34,Normal,Organised,39,Medium,41,Press,54,Normal,Cover
10252,120,101-200,Aston Villa,AVL,81,2,2014-09-19 00:00:00,66,Balanced,32.0,Little,72,Long,Organised,63,Normal,48,Normal,56,Normal,Organised,39,Medium,42,Press,52,Normal,Cover
10252,120,101-200,Aston Villa,AVL,82,2,2015-09-10 00:00:00,63,Balanced,37.0,Normal,54,Mixed,Organised,60,Normal,48,Normal,38,Normal,Organised,35,Medium,44,Press,54,Normal,Cover
9831,120,101-200,OGC Nice,NIC,899,72,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,60,Normal,30,Little,65,Normal,Organised,70,High,70,Double,70,Wide,Cover
9831,120,101-200,OGC Nice,NIC,900,72,2011-02-22 00:00:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,45,Medium,45,Press,35,Normal,Cover
9831,120,101-200,OGC Nice,NIC,901,72,2012-02-22 00:00:00,48,Balanced,,Little,66,Mixed,Organised,49,Normal,51,Normal,34,Normal,Organised,26,Deep,47,Press,64,Normal,Cover
9831,120,101-200,OGC Nice,NIC,902,72,2013-09-20 00:00:00,48,Balanced,,Little,66,Mixed,Organised,49,Normal,66,Normal,34,Normal,Organised,56,Medium,47,Press,64,Normal,Cover
9831,120,101-200,OGC Nice,NIC,903,72,2014-09-19 00:00:00,48,Balanced,61.0,Normal,66,Mixed,Organised,49,Normal,66,Normal,34,Normal,Organised,56,Medium,47,Press,64,Normal,Cover
9831,120,101-200,OGC Nice,NIC,904,72,2015-09-10 00:00:00,48,Balanced,55.0,Normal,53,Mixed,Organised,49,Normal,66,Normal,38,Normal,Organised,57,Medium,47,Press,61,Normal,Cover
10214,118,101-200,CD Nacional,NAC,868,1891,2010-02-22 00:00:00,45,Balanced,,Little,30,Short,Organised,60,Normal,55,Normal,50,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
10214,118,101-200,CD Nacional,NAC,869,1891,2011-02-22 00:00:00,47,Balanced,,Little,30,Short,Organised,60,Normal,55,Normal,50,Normal,Organised,35,Medium,55,Press,48,Normal,Cover
10214,118,101-200,CD Nacional,NAC,870,1891,2012-02-22 00:00:00,41,Balanced,,Little,43,Mixed,Organised,53,Normal,59,Normal,53,Normal,Organised,49,Medium,50,Press,57,Normal,Cover
10214,118,101-200,CD Nacional,NAC,871,1891,2013-09-20 00:00:00,41,Balanced,,Little,43,Mixed,Organised,53,Normal,59,Normal,53,Normal,Organised,49,Medium,50,Press,57,Normal,Cover
10214,118,101-200,CD Nacional,NAC,872,1891,2014-09-19 00:00:00,41,Balanced,59.0,Normal,43,Mixed,Organised,53,Normal,44,Normal,53,Normal,Organised,42,Medium,42,Press,57,Normal,Cover
10214,118,101-200,CD Nacional,NAC,873,1891,2015-09-10 00:00:00,65,Balanced,59.0,Normal,43,Mixed,Organised,53,Normal,44,Normal,53,Normal,Organised,42,Medium,42,Press,57,Normal,Cover
8558,116,101-200,RCD Espanyol,ESP,395,452,2010-02-22 00:00:00,55,Balanced,,Little,40,Mixed,Organised,70,Risky,55,Normal,70,Lots,Organised,70,High,50,Press,60,Normal,Cover
8558,116,101-200,RCD Espanyol,ESP,396,452,2011-02-22 00:00:00,68,Fast,,Little,55,Mixed,Organised,72,Risky,70,Lots,54,Normal,Organised,51,Medium,58,Press,56,Normal,Cover
8558,116,101-200,RCD Espanyol,ESP,397,452,2012-02-22 00:00:00,46,Balanced,,Little,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover
8558,116,101-200,RCD Espanyol,ESP,398,452,2013-09-20 00:00:00,50,Balanced,,Little,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Free Form,37,Medium,40,Press,45,Normal,Cover
8558,116,101-200,RCD Espanyol,ESP,399,452,2014-09-19 00:00:00,50,Balanced,52.0,Normal,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover
8558,116,101-200,RCD Espanyol,ESP,400,452,2015-09-10 00:00:00,50,Balanced,52.0,Normal,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Free Form,37,Medium,40,Press,45,Normal,Cover
8540,111,101-200,Palermo,PAL,956,1843,2010-02-22 00:00:00,63,Balanced,,Little,50,Mixed,Organised,30,Safe,30,Little,70,Lots,Organised,45,Medium,40,Press,60,Normal,Cover
8540,111,101-200,Palermo,PAL,957,1843,2011-02-22 00:00:00,65,Balanced,,Little,35,Mixed,Free Form,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
