league_name,country_name,team_long_name,favored,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,year,favored_cutoff
England Premier League,England,Bolton Wanderers,48,55,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,45,Normal,Organised,35,Medium,70,Double,35,Normal,Cover,2010,26-50
England Premier League,England,Bolton Wanderers,48,45,Balanced,,Little,70,Long,Organised,55,Normal,70,Lots,50,Normal,Organised,40,Medium,55,Press,50,Normal,Cover,2011,26-50
England Premier League,England,Bolton Wanderers,48,57,Balanced,,Little,56,Mixed,Organised,45,Normal,54,Normal,54,Normal,Organised,48,Medium,48,Press,58,Normal,Cover,2012,26-50
England Premier League,England,Bolton Wanderers,48,57,Balanced,,Little,53,Mixed,Organised,42,Normal,38,Normal,54,Normal,Organised,39,Medium,48,Press,58,Normal,Cover,2013,26-50
England Premier League,England,Bolton Wanderers,48,57,Balanced,37.0,Normal,73,Long,Organised,72,Risky,43,Normal,56,Normal,Organised,39,Medium,48,Press,58,Normal,Cover,2014,26-50
England Premier League,England,Bolton Wanderers,48,57,Balanced,34.0,Normal,61,Mixed,Organised,72,Risky,60,Normal,38,Normal,Organised,39,Medium,48,Press,58,Normal,Cover,2015,26-50
France Ligue 1,France,AC Ajaccio,22,60,Balanced,,Little,40,Mixed,Organised,45,Normal,35,Normal,55,Normal,Organised,30,Deep,70,Double,30,Narrow,Offside Trap,2010,0-25
France Ligue 1,France,AC Ajaccio,22,65,Balanced,,Little,45,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,2011,0-25
France Ligue 1,France,AC Ajaccio,22,59,Balanced,,Little,52,Mixed,Organised,48,Normal,34,Normal,52,Normal,Organised,38,Medium,47,Press,53,Normal,Cover,2012,0-25
France Ligue 1,France,AC Ajaccio,22,59,Balanced,,Little,52,Mixed,Organised,48,Normal,34,Normal,52,Normal,Organised,38,Medium,47,Press,53,Normal,Cover,2013,0-25
France Ligue 1,France,AC Ajaccio,22,59,Balanced,57.0,Normal,52,Mixed,Organised,48,Normal,38,Normal,52,Normal,Organised,38,Medium,47,Press,53,Normal,Cover,2014,0-25
France Ligue 1,France,AC Ajaccio,22,59,Balanced,57.0,Normal,52,Mixed,Organised,48,Normal,38,Normal,52,Normal,Organised,38,Medium,47,Press,53,Normal,Cover,2015,0-25
France Ligue 1,France,Montpellier Hérault SC,136,35,Balanced,,Little,35,Mixed,Organised,55,Normal,35,Normal,70,Lots,Organised,70,High,70,Double,70,Wide,Offside Trap,2010,101-200
France Ligue 1,France,Montpellier Hérault SC,136,50,Balanced,,Little,50,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,35,Medium,55,Press,65,Normal,Cover,2011,101-200
France Ligue 1,France,Montpellier Hérault SC,136,52,Balanced,,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover,2012,101-200
France Ligue 1,France,Montpellier Hérault SC,136,52,Balanced,,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover,2013,101-200
France Ligue 1,France,Montpellier Hérault SC,136,52,Balanced,58.0,Normal,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,53,Medium,56,Press,48,Normal,Cover,2014,101-200
France Ligue 1,France,Montpellier Hérault SC,136,54,Balanced,43.0,Normal,65,Mixed,Organised,48,Normal,49,Normal,45,Normal,Organised,53,Medium,56,Press,48,Normal,Cover,2015,101-200
France Ligue 1,France,US Boulogne Cote D'Opale,4,45,Balanced,,Little,30,Short,Organised,35,Normal,55,Normal,60,Normal,Organised,70,High,60,Press,70,Wide,Offside Trap,2010,0-25
France Ligue 1,France,US Boulogne Cote D'Opale,4,50,Balanced,,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,35,Medium,55,Press,65,Normal,Cover,2011,0-25
France Ligue 1,France,US Boulogne Cote D'Opale,4,49,Balanced,,Little,37,Mixed,Organised,47,Normal,57,Normal,50,Normal,Organised,45,Medium,44,Press,66,Normal,Cover,2012,0-25
France Ligue 1,France,RC Lens,40,30,Slow,,Little,30,Short,Organised,60,Normal,50,Normal,70,Lots,Organised,70,High,60,Press,70,Wide,Offside Trap,2010,26-50
France Ligue 1,France,RC Lens,40,65,Balanced,,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,55,Press,50,Normal,Cover,2011,26-50
France Ligue 1,France,RC Lens,40,64,Balanced,,Little,49,Mixed,Organised,49,Normal,53,Normal,34,Normal,Organised,46,Medium,44,Press,49,Normal,Cover,2012,26-50
France Ligue 1,France,RC Lens,40,64,Balanced,,Little,49,Mixed,Organised,49,Normal,53,Normal,37,Normal,Organised,42,Medium,44,Press,49,Normal,Cover,2013,26-50
France Ligue 1,France,RC Lens,40,64,Balanced,52.0,Normal,49,Mixed,Organised,49,Normal,53,Normal,34,Normal,Organised,46,Medium,44,Press,49,Normal,Cover,2014,26-50
France Ligue 1,France,RC Lens,40,64,Balanced,44.0,Normal,50,Mixed,Organised,49,Normal,53,Normal,46,Normal,Organised,46,Medium,44,Press,49,Normal,Cover,2015,26-50
France Ligue 1,France,AC Arles-Avignon,0,50,Balanced,,Little,65,Mixed,Organised,30,Safe,35,Normal,30,Little,Organised,30,Deep,50,Press,35,Normal,Cover,2010,0-25
France Ligue 1,France,AC Arles-Avignon,0,50,Balanced,,Little,65,Mixed,Organised,35,Normal,35,Normal,35,Normal,Organised,25,Deep,45,Press,35,Normal,Cover,2011,0-25
France Ligue 1,France,AC Arles-Avignon,0,23,Slow,,Little,33,Short,Organised,49,Normal,40,Normal,43,Normal,Organised,44,Medium,32,Contain,36,Normal,Cover,2012,0-25
France Ligue 1,France,AC Arles-Avignon,0,41,Balanced,,Little,48,Mixed,Organised,58,Normal,40,Normal,43,Normal,Organised,39,Medium,43,Press,58,Normal,Cover,2013,0-25
France Ligue 1,France,AC Arles-Avignon,0,39,Balanced,48.0,Normal,54,Mixed,Organised,49,Normal,40,Normal,43,Normal,Organised,44,Medium,53,Press,57,Normal,Cover,2014,0-25
France Ligue 1,France,AC Arles-Avignon,0,56,Balanced,46.0,Normal,54,Mixed,Organised,55,Normal,40,Normal,43,Normal,Organised,48,Medium,53,Press,57,Normal,Cover,2015,0-25
France Ligue 1,France,Stade Brestois 29,33,50,Balanced,,Little,40,Mixed,Organised,30,Safe,40,Normal,60,Normal,Organised,70,High,70,Double,70,Wide,Cover,2010,26-50
France Ligue 1,France,Stade Brestois 29,33,65,Balanced,,Little,35,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,2011,26-50
France Ligue 1,France,Stade Brestois 29,33,64,Balanced,,Little,62,Mixed,Organised,49,Normal,53,Normal,66,Normal,Organised,44,Medium,34,Press,51,Normal,Cover,2012,26-50
France Ligue 1,France,Stade Brestois 29,33,59,Balanced,,Little,54,Mixed,Organised,49,Normal,53,Normal,66,Normal,Organised,44,Medium,34,Press,51,Normal,Cover,2013,26-50
France Ligue 1,France,Stade Brestois 29,33,59,Balanced,48.0,Normal,54,Mixed,Organised,49,Normal,53,Normal,66,Normal,Organised,44,Medium,34,Press,51,Normal,Cover,2014,26-50
France Ligue 1,France,Stade Brestois 29,33,59,Balanced,48.0,Normal,54,Mixed,Organised,49,Normal,53,Normal,66,Normal,Organised,44,Medium,34,Press,51,Normal,Cover,2015,26-50
France Ligue 1,France,Dijon FCO,10,55,Balanced,,Little,40,Mixed,Organised,40,Normal,40,Normal,55,Normal,Organised,30,Deep,60,Press,30,Narrow,Offside Trap,2010,0-25
France Ligue 1,France,Dijon FCO,10,65,Balanced,,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,2011,0-25
France Ligue 1,France,Dijon FCO,10,51,Balanced,,Little,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,2012,0-25
France Ligue 1,France,Dijon FCO,10,51,Balanced,,Little,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,2013,0-25
France Ligue 1,France,Dijon FCO,10,51,Balanced,54.0,Normal,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,2014,0-25
France Ligue 1,France,Dijon FCO,10,51,Balanced,54.0,Normal,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,2015,0-25
France Ligue 1,France,GFC Ajaccio,9,61,Balanced,,Little,52,Mixed,Organised,55,Normal,66,Normal,58,Normal,Organised,47,Medium,46,Press,53,Normal,Cover,2013,0-25
France Ligue 1,France,GFC Ajaccio,9,48,Balanced,53.0,Normal,52,Mixed,Organised,55,Normal,53,Normal,55,Normal,Organised,42,Medium,46,Press,53,Normal,Cover,2015,0-25
France Ligue 1,France,Stade de Reims,50,35,Balanced,,Little,50,Mixed,Organised,65,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,2011,26-50
France Ligue 1,France,Stade de Reims,50,61,Balanced,,Little,48,Mixed,Organised,48,Normal,52,Normal,50,Normal,Organised,33,Deep,44,Press,50,Normal,Cover,2012,26-50
France Ligue 1,France,Stade de Reims,50,61,Balanced,,Little,48,Mixed,Organised,48,Normal,52,Normal,50,Normal,Organised,33,Deep,44,Press,50,Normal,Cover,2013,26-50
France Ligue 1,France,Stade de Reims,50,48,Balanced,58.0,Normal,48,Mixed,Organised,48,Normal,52,Normal,50,Normal,Organised,33,Deep,44,Press,50,Normal,Cover,2014,26-50
France Ligue 1,France,Stade de Reims,50,48,Balanced,37.0,Normal,49,Mixed,Organised,48,Normal,52,Normal,58,Normal,Organised,33,Deep,44,Press,50,Normal,Cover,2015,26-50
France Ligue 1,France,ES Troyes AC,17,35,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,35,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,2011,0-25
France Ligue 1,France,ES Troyes AC,17,49,Balanced,,Little,51,Mixed,Organised,52,Normal,49,Normal,49,Normal,Organised,43,Medium,42,Press,52,Normal,Cover,2012,0-25
France Ligue 1,France,ES Troyes AC,17,49,Balanced,,Little,51,Mixed,Organised,52,Normal,49,Normal,49,Normal,Organised,43,Medium,42,Press,52,Normal,Cover,2013,0-25
France Ligue 1,France,ES Troyes AC,17,49,Balanced,48.0,Normal,51,Mixed,Organised,52,Normal,49,Normal,46,Normal,Organised,43,Medium,42,Press,52,Normal,Cover,2014,0-25
France Ligue 1,France,ES Troyes AC,17,49,Balanced,48.0,Normal,51,Mixed,Organised,52,Normal,49,Normal,46,Normal,Organised,43,Medium,42,Press,52,Normal,Cover,2015,0-25
France Ligue 1,France,SC Bastia,43,40,Balanced,,Little,45,Mixed,Organised,50,Normal,35,Normal,55,Normal,Organised,70,High,70,Double,70,Wide,Offside Trap,2010,26-50
France Ligue 1,France,SC Bastia,43,50,Balanced,,Little,50,Mixed,Organised,50,Normal,51,Normal,49,Normal,Organised,44,Medium,45,Press,50,Normal,Cover,2012,26-50
France Ligue 1,France,SC Bastia,43,50,Balanced,,Little,50,Mixed,Organised,50,Normal,51,Normal,49,Normal,Organised,44,Medium,45,Press,50,Normal,Cover,2013,26-50
France Ligue 1,France,SC Bastia,43,67,Fast,61.0,Normal,43,Mixed,Organised,56,Normal,51,Normal,49,Normal,Organised,39,Medium,47,Press,48,Normal,Cover,2014,26-50
France Ligue 1,France,SC Bastia,43,61,Balanced,61.0,Normal,52,Mixed,Organised,56,Normal,51,Normal,49,Normal,Organised,44,Medium,55,Press,48,Normal,Cover,2015,26-50
France Ligue 1,France,En Avant de Guingamp,44,35,Balanced,,Little,30,Short,Organised,45,Normal,55,Normal,70,Lots,Organised,30,Deep,65,Press,30,Narrow,Offside Trap,2010,26-50
France Ligue 1,France,En Avant de Guingamp,44,52,Balanced,,Little,48,Mixed,Organised,53,Normal,49,Normal,48,Normal,Organised,33,Deep,43,Press,49,Normal,Cover,2012,26-50
France Ligue 1,France,En Avant de Guingamp,44,52,Balanced,,Little,48,Mixed,Organised,53,Normal,49,Normal,59,Normal,Organised,46,Medium,43,Press,49,Normal,Cover,2013,26-50
France Ligue 1,France,En Avant de Guingamp,44,63,Balanced,58.0,Normal,48,Mixed,Organised,53,Normal,49,Normal,48,Normal,Organised,43,Medium,47,Press,49,Normal,Cover,2014,26-50
France Ligue 1,France,En Avant de Guingamp,44,63,Balanced,37.0,Normal,58,Mixed,Organised,42,Normal,56,Normal,36,Normal,Organised,49,Medium,47,Press,49,Normal,Cover,2015,26-50
France Ligue 1,France,FC Metz,12,50,Balanced,,Little,30,Short,Organised,50,Normal,60,Normal,65,Normal,Organised,30,Deep,50,Press,30,Narrow,Offside Trap,2010,0-25
France Ligue 1,France,FC Metz,12,65,Balanced,,Little,65,Mixed,Organised,35,Normal,65,Normal,50,Normal,Organised,35,Medium,35,Press,65,Normal,Cover,2011,0-25
France Ligue 1,France,FC Metz,12,50,Balanced,,Little,49,Mixed,Organised,49,Normal,54,Normal,53,Normal,Organised,46,Medium,47,Press,50,Normal,Cover,2012,0-25
France Ligue 1,France,FC Metz,12,55,Balanced,42.0,Normal,49,Mixed,Organised,49,Normal,54,Normal,53,Normal,Organised,46,Medium,54,Press,50,Normal,Cover,2014,0-25
France Ligue 1,France,FC Metz,12,55,Balanced,48.0,Normal,49,Mixed,Organised,46,Normal,54,Normal,53,Normal,Organised,39,Medium,46,Press,42,Normal,Cover,2015,0-25
France Ligue 1,France,Angers SCO,11,45,Balanced,,Little,35,Mixed,Organised,35,Normal,50,Normal,60,Normal,Organised,30,Deep,55,Press,30,Narrow,Offside Trap,2010,0-25
France Ligue 1,France,Angers SCO,11,65,Balanced,,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,2011,0-25
France Ligue 1,France,Angers SCO,11,50,Balanced,,Little,50,Mixed,Organised,52,Normal,52,Normal,48,Normal,Organised,44,Medium,44,Press,51,Normal,Cover,2012,0-25
France Ligue 1,France,Angers SCO,11,50,Balanced,,Little,50,Mixed,Organised,52,Normal,52,Normal,48,Normal,Organised,44,Medium,44,Press,51,Normal,Cover,2013,0-25
France Ligue 1,France,Angers SCO,11,48,Balanced,61.0,Normal,50,Mixed,Organised,40,Normal,52,Normal,48,Normal,Organised,44,Medium,44,Press,51,Normal,Cover,2014,0-25
France Ligue 1,France,Angers SCO,11,48,Balanced,61.0,Normal,50,Mixed,Organised,40,Normal,52,Normal,48,Normal,Organised,44,Medium,44,Press,51,Normal,Cover,2015,0-25
France Ligue 1,France,Paris Saint-Germain,262,50,Balanced,,Little,65,Mixed,Organised,40,Normal,65,Normal,55,Normal,Organised,70,High,70,Double,70,Wide,Offside Trap,2010,201-300
France Ligue 1,France,Paris Saint-Germain,262,35,Balanced,,Little,35,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,2011,201-300
France Ligue 1,France,Paris Saint-Germain,262,49,Balanced,,Little,41,Mixed,Organised,62,Normal,52,Normal,60,Normal,Organised,49,Medium,46,Press,52,Normal,Cover,2012,201-300
France Ligue 1,France,Paris Saint-Germain,262,49,Balanced,,Little,41,Mixed,Organised,62,Normal,52,Normal,60,Normal,Organised,49,Medium,46,Press,52,Normal,Cover,2013,201-300
France Ligue 1,France,Paris Saint-Germain,262,49,Balanced,70.0,Lots,55,Mixed,Organised,62,Normal,61,Normal,68,Lots,Organised,57,Medium,53,Press,56,Normal,Cover,2014,201-300
France Ligue 1,France,Paris Saint-Germain,262,49,Balanced,47.0,Normal,34,Mixed,Organised,62,Normal,61,Normal,35,Normal,Organised,57,Medium,53,Press,56,Normal,Cover,2015,201-300
France Ligue 1,France,Évian Thonon Gaillard FC,49,35,Balanced,,Little,65,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,2011,26-50
France Ligue 1,France,Évian Thonon Gaillard FC,49,53,Balanced,,Little,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover,2012,26-50
France Ligue 1,France,Évian Thonon Gaillard FC,49,53,Balanced,,Little,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover,2013,26-50
France Ligue 1,France,Évian Thonon Gaillard FC,49,61,Balanced,51.0,Normal,44,Mixed,Organised,52,Normal,61,Normal,48,Normal,Organised,47,Medium,56,Press,50,Normal,Cover,2014,26-50
France Ligue 1,France,Évian Thonon Gaillard FC,49,58,Balanced,35.0,Normal,56,Mixed,Organised,52,Normal,61,Normal,51,Normal,Organised,47,Medium,43,Press,50,Normal,Cover,2015,26-50
France Ligue 1,France,FC Nantes,60,55,Balanced,,Little,35,Mixed,Organised,60,Normal,65,Normal,35,Normal,Organised,30,Deep,45,Press,30,Narrow,Cover,2010,51-100
France Ligue 1,France,FC Nantes,60,50,Balanced,,Little,50,Mixed,Organised,35,Normal,50,Normal,35,Normal,Organised,45,Medium,55,Press,50,Normal,Cover,2011,51-100
France Ligue 1,France,FC Nantes,60,46,Balanced,,Little,51,Mixed,Organised,52,Normal,34,Normal,49,Normal,Organised,47,Medium,43,Press,50,Normal,Cover,2012,51-100
France Ligue 1,France,FC Nantes,60,46,Balanced,,Little,51,Mixed,Organised,52,Normal,44,Normal,49,Normal,Organised,47,Medium,51,Press,54,Normal,Cover,2013,51-100
France Ligue 1,France,FC Nantes,60,63,Balanced,53.0,Normal,48,Mixed,Organised,52,Normal,55,Normal,49,Normal,Organised,47,Medium,51,Press,54,Normal,Cover,2014,51-100
France Ligue 1,France,FC Nantes,60,63,Balanced,70.0,Lots,56,Mixed,Organised,52,Normal,55,Normal,46,Normal,Organised,39,Medium,41,Press,52,Normal,Cover,2015,51-100
France Ligue 1,France,LOSC Lille,228,70,Fast,,Little,60,Mixed,Organised,50,Normal,45,Normal,55,Normal,Organised,55,Medium,70,Double,55,Normal,Cover,2010,201-300
France Ligue 1,France,LOSC Lille,228,65,Balanced,,Little,65,Mixed,Organised,50,Normal,80,Lots,50,Normal,Organised,55,Medium,55,Press,35,Normal,Cover,2011,201-300
France Ligue 1,France,LOSC Lille,228,34,Balanced,,Little,23,Short,Organised,63,Normal,52,Normal,49,Normal,Free Form,58,Medium,56,Press,48,Normal,Cover,2012,201-300
France Ligue 1,France,LOSC Lille,228,34,Balanced,,Little,42,Mixed,Organised,63,Normal,52,Normal,49,Normal,Organised,47,Medium,42,Press,48,Normal,Cover,2013,201-300
France Ligue 1,France,LOSC Lille,228,45,Balanced,65.0,Normal,42,Mixed,Organised,68,Risky,52,Normal,49,Normal,Organised,59,Medium,42,Press,48,Normal,Cover,2014,201-300
France Ligue 1,France,LOSC Lille,228,45,Balanced,36.0,Normal,43,Mixed,Organised,68,Risky,52,Normal,64,Normal,Organised,59,Medium,42,Press,48,Normal,Cover,2015,201-300
France Ligue 1,France,SM Caen,73,65,Balanced,,Little,30,Short,Organised,50,Normal,65,Normal,40,Normal,Organised,70,High,65,Press,70,Wide,Cover,2010,51-100
France Ligue 1,France,SM Caen,73,65,Balanced,,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,2011,51-100
France Ligue 1,France,SM Caen,73,48,Balanced,,Little,52,Mixed,Organised,48,Normal,54,Normal,53,Normal,Organised,47,Medium,45,Press,51,Normal,Cover,2012,51-100
France Ligue 1,France,SM Caen,73,48,Balanced,,Little,52,Mixed,Organised,48,Normal,54,Normal,53,Normal,Organised,47,Medium,45,Press,51,Normal,Cover,2013,51-100
France Ligue 1,France,SM Caen,73,62,Balanced,50.0,Normal,45,Mixed,Organised,48,Normal,54,Normal,53,Normal,Organised,43,Medium,42,Press,51,Normal,Cover,2014,51-100
France Ligue 1,France,SM Caen,73,62,Balanced,50.0,Normal,45,Mixed,Organised,48,Normal,54,Normal,53,Normal,Organised,43,Medium,42,Press,51,Normal,Cover,2015,51-100
France Ligue 1,France,AJ Auxerre,65,30,Slow,,Little,70,Long,Organised,35,Normal,65,Normal,35,Normal,Organised,30,Deep,55,Press,30,Narrow,Cover,2010,51-100
France Ligue 1,France,AJ Auxerre,65,35,Balanced,,Little,65,Mixed,Organised,35,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,65,Normal,Cover,2011,51-100
France Ligue 1,France,AJ Auxerre,65,64,Balanced,,Little,49,Mixed,Organised,51,Normal,63,Normal,50,Normal,Organised,34,Medium,45,Press,36,Normal,Cover,2012,51-100
France Ligue 1,France,AJ Auxerre,65,64,Balanced,,Little,49,Mixed,Organised,51,Normal,63,Normal,50,Normal,Organised,34,Medium,45,Press,41,Normal,Cover,2013,51-100
France Ligue 1,France,AJ Auxerre,65,64,Balanced,55.0,Normal,49,Mixed,Organised,51,Normal,63,Normal,50,Normal,Organised,34,Medium,45,Press,36,Normal,Cover,2014,51-100
France Ligue 1,France,AJ Auxerre,65,64,Balanced,55.0,Normal,49,Mixed,Organised,51,Normal,63,Normal,50,Normal,Organised,34,Medium,45,Press,40,Normal,Cover,2015,51-100
France Ligue 1,France,Le Havre AC,9,55,Balanced,,Little,45,Mixed,Organised,40,Normal,50,Normal,65,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover,2010,0-25
France Ligue 1,France,Le Havre AC,9,50,Balanced,,Little,50,Mixed,Organised,65,Normal,50,Normal,65,Normal,Organised,45,Medium,45,Press,65,Normal,Cover,2011,0-25
France Ligue 1,France,Le Havre AC,9,46,Balanced,,Little,52,Mixed,Organised,49,Normal,54,Normal,52,Normal,Organised,47,Medium,55,Press,66,Normal,Cover,2012,0-25
France Ligue 1,France,Le Havre AC,9,46,Balanced,,Little,52,Mixed,Organised,49,Normal,54,Normal,52,Normal,Organised,47,Medium,55,Press,52,Normal,Cover,2013,0-25
France Ligue 1,France,Le Havre AC,9,46,Balanced,56.0,Normal,52,Mixed,Organised,49,Normal,54,Normal,52,Normal,Organised,47,Medium,55,Press,52,Normal,Cover,2014,0-25
France Ligue 1,France,Le Havre AC,9,46,Balanced,56.0,Normal,52,Mixed,Organised,49,Normal,54,Normal,52,Normal,Organised,47,Medium,55,Press,52,Normal,Cover,2015,0-25
France Ligue 1,France,Le Mans FC,26,70,Fast,,Little,45,Mixed,Organised,65,Normal,60,Normal,65,Normal,Organised,70,High,60,Press,70,Wide,Cover,2010,26-50
France Ligue 1,France,Le Mans FC,26,65,Balanced,,Little,50,Mixed,Organised,65,Normal,65,Normal,65,Normal,Organised,60,Medium,55,Press,35,Normal,Cover,2011,26-50
France Ligue 1,France,Le Mans FC,26,58,Balanced,,Little,47,Mixed,Organised,49,Normal,68,Lots,50,Normal,Organised,47,Medium,44,Press,51,Normal,Cover,2012,26-50
France Ligue 1,France,Le Mans FC,26,58,Balanced,,Little,47,Mixed,Organised,49,Normal,68,Lots,50,Normal,Organised,47,Medium,44,Press,51,Normal,Cover,2013,26-50
France Ligue 1,France,Olympique Lyonnais,249,60,Balanced,,Little,40,Mixed,Organised,70,Risky,45,Normal,70,Lots,Organised,70,High,60,Press,70,Wide,Offside Trap,2010,201-300
France Ligue 1,France,Olympique Lyonnais,249,65,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,80,Lots,Organised,45,Medium,45,Press,65,Normal,Cover,2011,201-300
France Ligue 1,France,Olympique Lyonnais,249,49,Balanced,,Little,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover,2012,201-300
France Ligue 1,France,Olympique Lyonnais,249,49,Balanced,,Little,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover,2013,201-300
France Ligue 1,France,Olympique Lyonnais,249,49,Balanced,60.0,Normal,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover,2014,201-300
France Ligue 1,France,Olympique Lyonnais,249,49,Balanced,60.0,Normal,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover,2015,201-300
France Ligue 1,France,AS Monaco,142,35,Balanced,,Little,55,Mixed,Organised,65,Normal,55,Normal,45,Normal,Organised,70,High,65,Press,70,Wide,Cover,2010,101-200
France Ligue 1,France,AS Monaco,142,65,Balanced,,Little,50,Mixed,Organised,65,Normal,35,Normal,50,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,2011,101-200
France Ligue 1,France,AS Monaco,142,52,Balanced,,Little,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover,2012,101-200
France Ligue 1,France,AS Monaco,142,52,Balanced,,Little,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover,2013,101-200
France Ligue 1,France,AS Monaco,142,52,Balanced,68.0,Lots,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover,2014,101-200
France Ligue 1,France,AS Monaco,142,52,Balanced,42.0,Normal,43,Mixed,Organised,54,Normal,56,Normal,23,Little,Organised,56,Medium,62,Press,51,Normal,Cover,2015,101-200
France Ligue 1,France,AS Nancy-Lorraine,70,65,Balanced,,Little,40,Mixed,Organised,60,Normal,70,Lots,30,Little,Organised,70,High,70,Double,70,Wide,Cover,2010,51-100
France Ligue 1,France,AS Nancy-Lorraine,70,35,Balanced,,Little,35,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,2011,51-100
France Ligue 1,France,AS Nancy-Lorraine,70,49,Balanced,,Little,49,Mixed,Organised,52,Normal,53,Normal,67,Lots,Organised,43,Medium,46,Press,50,Normal,Cover,2012,51-100
France Ligue 1,France,AS Nancy-Lorraine,70,49,Balanced,,Little,49,Mixed,Organised,52,Normal,53,Normal,67,Lots,Organised,43,Medium,46,Press,50,Normal,Cover,2013,51-100
France Ligue 1,France,AS Nancy-Lorraine,70,49,Balanced,48.0,Normal,49,Mixed,Organised,52,Normal,53,Normal,67,Lots,Organised,43,Medium,46,Press,50,Normal,Cover,2014,51-100
France Ligue 1,France,AS Nancy-Lorraine,70,49,Balanced,48.0,Normal,49,Mixed,Organised,52,Normal,53,Normal,67,Lots,Organised,43,Medium,46,Press,50,Normal,Cover,2015,51-100
France Ligue 1,France,Stade Rennais FC,165,50,Balanced,,Little,45,Mixed,Organised,70,Risky,60,Normal,60,Normal,Organised,70,High,70,Double,70,Wide,Cover,2010,101-200
France Ligue 1,France,Stade Rennais FC,165,65,Balanced,,Little,35,Mixed,Organised,65,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,2011,101-200
France Ligue 1,France,Stade Rennais FC,165,64,Balanced,,Little,41,Mixed,Organised,49,Normal,52,Normal,64,Normal,Organised,46,Medium,44,Press,51,Normal,Cover,2012,101-200
France Ligue 1,France,Stade Rennais FC,165,64,Balanced,,Little,41,Mixed,Organised,49,Normal,52,Normal,64,Normal,Organised,46,Medium,44,Press,51,Normal,Cover,2013,101-200
